index,age,two_year_recid,priors_count,length_of_stay,isMale,isCaucasian,c_charge_degree_F
10939,1.6593292535609356,0,-0.4735549395957524,-0.29174948692223507,0,1,0
3674,-0.21605353304412062,0,-0.6843577587219684,-0.31316573137137915,0,0,1
178,-0.13080886092570898,1,5.218121176812077,-0.29174948692223507,1,0,1
7400,-0.38654287728094394,0,-0.2627521204695365,-0.31316573137137915,0,0,0
10770,1.4035952372057006,0,-0.6843577587219684,-0.33458197582052324,1,1,1
5042,0.8921272044952308,1,2.0560788899188385,-0.18466826467651465,1,0,0
5689,-1.0685002542282371,0,-0.4735549395957524,-0.14183577577822645,1,1,1
3029,0.6363931881399958,1,-0.6843577587219684,0.41498657989951987,1,0,1
8386,-0.8980109099914138,0,-0.6843577587219684,-0.270333242473091,1,0,1
6256,-0.21605353304412062,1,1.2128676134139749,0.17940789095893486,1,0,0
6383,1.744573925679347,1,-0.6843577587219684,-0.33458197582052324,1,1,0
4996,-0.6422768936361789,0,-0.4735549395957524,-0.29174948692223507,1,1,1
3907,2.7675099911002867,0,-0.6843577587219684,-0.31316573137137915,1,0,1
3769,1.6593292535609356,0,-0.6843577587219684,-0.31316573137137915,1,1,0
9039,-1.0685002542282371,0,-0.6843577587219684,-0.12041953132908237,1,0,1
5637,2.1707972862714056,0,-0.4735549395957524,-0.29174948692223507,1,0,0
456,0.2101698275479376,0,0.36965633690911126,-0.09900328687993828,1,1,1
3417,-0.5570322215177672,0,-0.05194930134332058,-0.29174948692223507,1,1,1
7293,-0.045564188807297346,0,3.320895804676134,-0.29174948692223507,1,0,0
2573,0.8068825323768191,1,0.15885351778289533,-0.20608450912565873,0,1,1
8185,2.511775974745052,1,1.002064794287759,-0.31316573137137915,1,0,0
1952,-1.1537449263466486,0,-0.6843577587219684,-0.31316573137137915,1,0,0
4033,-0.7275215657545905,0,-0.6843577587219684,-0.31316573137137915,1,0,1
7331,-0.4717875493993556,1,-0.6843577587219684,7.032606114685043,0,1,1
3508,-1.2389895984650603,0,-0.6843577587219684,-0.31316573137137915,0,0,1
6384,-1.1537449263466486,1,0.5804591560353272,-0.31316573137137915,1,0,1
8424,-0.7275215657545905,1,-0.4735549395957524,-0.31316573137137915,0,1,1
1819,-0.8980109099914138,0,0.36965633690911126,-0.29174948692223507,1,0,1
7028,0.12492515542952594,1,0.36965633690911126,-0.31316573137137915,1,1,1
10533,0.6363931881399958,1,1.002064794287759,-0.29174948692223507,0,0,1
4774,2.256041958389817,0,-0.6843577587219684,-0.33458197582052324,1,1,0
2478,-0.8127662378730022,0,-0.6843577587219684,-0.29174948692223507,1,0,1
7015,-0.9832555821098254,0,-0.6843577587219684,-0.29174948692223507,1,1,1
2111,-0.4717875493993556,0,-0.6843577587219684,-0.29174948692223507,1,0,0
245,-0.38654287728094394,0,-0.4735549395957524,1.185971380068707,1,0,1
8879,-1.1537449263466486,0,-0.6843577587219684,-0.29174948692223507,1,0,1
4949,0.9773718766136423,0,0.15885351778289533,-0.29174948692223507,1,1,1
195,-0.8127662378730022,0,-0.2627521204695365,-0.2489169980239469,0,1,1
1462,-0.38654287728094394,0,-0.4735549395957524,-0.16325202022737056,1,0,0
787,-0.38654287728094394,0,0.7912619751615431,0.4792353132469521,1,0,0
174,0.2101698275479376,0,-0.05194930134332058,-0.29174948692223507,1,0,1
7025,-0.21605353304412062,1,-0.6843577587219684,-0.33458197582052324,0,0,0
3132,-0.38654287728094394,1,0.36965633690911126,-0.270333242473091,1,0,1
2107,-0.9832555821098254,1,-0.6843577587219684,-0.20608450912565873,1,0,1
7620,1.6593292535609356,0,-0.4735549395957524,-0.31316573137137915,1,0,1
10942,-1.0685002542282371,0,-0.6843577587219684,-0.270333242473091,1,0,0
1584,-0.8127662378730022,0,-0.4735549395957524,-0.31316573137137915,1,0,1
1917,2.000307942034582,0,-0.2627521204695365,-0.22750075357480282,1,1,1
8187,-0.9832555821098254,1,-0.6843577587219684,-0.31316573137137915,1,0,0
2579,0.12492515542952594,0,-0.6843577587219684,-0.31316573137137915,0,0,0
7522,0.12492515542952594,1,0.7912619751615431,-0.29174948692223507,1,0,1
4604,1.1478612208504657,0,-0.4735549395957524,3.263347091635684,1,0,0
7530,0.7216378602584075,0,1.2128676134139749,-0.29174948692223507,0,0,0
9805,-0.8127662378730022,1,-0.2627521204695365,0.7362302466366812,1,0,1
6328,2.8527546632186986,0,0.36965633690911126,-0.31316573137137915,0,0,1
10718,-1.0685002542282371,0,-0.6843577587219684,-0.29174948692223507,1,0,1
6704,-0.38654287728094394,0,-0.4735549395957524,0.2864891132046553,1,1,1
6002,0.039680483311114303,0,-0.6843577587219684,-0.31316573137137915,0,0,0
4659,1.4888399093241123,0,-0.6843577587219684,-0.31316573137137915,1,1,0
1651,1.2331058929688774,1,-0.4735549395957524,0.09374291316235851,1,0,1
3120,-1.1537449263466486,1,-0.6843577587219684,-0.31316573137137915,1,0,1
9043,-0.21605353304412062,1,0.36965633690911126,-0.31316573137137915,1,1,1
6665,-0.8980109099914138,0,-0.05194930134332058,-0.31316573137137915,0,0,1
402,1.1478612208504657,0,-0.6843577587219684,-0.29174948692223507,0,0,1
6324,-0.9832555821098254,0,-0.2627521204695365,0.43640282434866395,1,0,1
9282,-1.0685002542282371,0,-0.6843577587219684,-0.33458197582052324,0,0,1
6458,0.12492515542952594,0,-0.6843577587219684,-0.31316573137137915,0,0,0
208,0.8068825323768191,1,-0.2627521204695365,-0.33458197582052324,1,1,0
3843,1.8298185977977588,1,-0.2627521204695365,0.7362302466366812,0,0,0
1845,-0.13080886092570898,0,-0.4735549395957524,-0.31316573137137915,0,0,1
6950,1.4035952372057006,0,-0.05194930134332058,0.029494179814926247,1,1,1
1972,0.8921272044952308,0,-0.6843577587219684,-0.270333242473091,1,1,0
8543,-1.2389895984650603,1,-0.4735549395957524,-0.29174948692223507,1,0,1
4452,-0.7275215657545905,1,0.5804591560353272,-0.270333242473091,1,0,1
8153,2.1707972862714056,0,-0.6843577587219684,-0.29174948692223507,1,1,0
3544,-0.8980109099914138,1,-0.4735549395957524,-0.18466826467651465,1,0,1
7051,1.8298185977977588,0,-0.4735549395957524,-0.29174948692223507,1,0,1
7744,1.574084581442524,1,1.002064794287759,-0.22750075357480282,1,1,0
6611,1.744573925679347,0,-0.6843577587219684,-0.29174948692223507,1,0,1
3944,0.039680483311114303,1,-0.4735549395957524,-0.31316573137137915,1,0,0
743,-0.7275215657545905,0,-0.4735549395957524,-0.29174948692223507,1,0,1
9085,-0.7275215657545905,0,-0.2627521204695365,-0.31316573137137915,1,1,1
6208,-0.8127662378730022,0,-0.4735549395957524,-0.33458197582052324,1,0,1
2193,-0.6422768936361789,1,0.5804591560353272,-0.29174948692223507,0,1,1
1640,1.3183505650872889,0,-0.2627521204695365,-0.31316573137137915,1,1,0
5051,-0.38654287728094394,0,-0.05194930134332058,1.0788901578229866,1,1,1
4067,-0.30129820516253225,1,-0.05194930134332058,-0.31316573137137915,1,1,0
3841,1.8298185977977588,0,-0.4735549395957524,-0.29174948692223507,1,1,1
9750,-0.8980109099914138,0,-0.6843577587219684,-0.29174948692223507,1,0,1
7077,-0.30129820516253225,1,1.002064794287759,-0.31316573137137915,1,0,1
5372,-0.4717875493993556,0,-0.6843577587219684,-0.31316573137137915,0,0,1
7835,0.4659038439031725,1,1.6344732516664067,-0.31316573137137915,1,0,0
5436,1.6593292535609356,0,-0.4735549395957524,-0.2489169980239469,0,1,0
7637,0.5511485160215842,0,1.2128676134139749,-0.12041953132908237,1,0,1
10148,-0.30129820516253225,1,1.6344732516664067,-0.29174948692223507,1,0,0
8452,-0.6422768936361789,0,-0.4735549395957524,0.35073784655208756,1,1,0
9497,0.3806591717847609,0,-0.4735549395957524,-0.31316573137137915,1,0,1
2066,0.12492515542952594,0,0.5804591560353272,-0.31316573137137915,1,1,1
7890,-0.7275215657545905,0,0.5804591560353272,-0.09900328687993828,1,0,0
6554,-0.7275215657545905,0,-0.6843577587219684,-0.31316573137137915,0,0,1
2489,-1.0685002542282371,0,-0.6843577587219684,-0.29174948692223507,1,0,1
9436,-0.6422768936361789,1,1.6344732516664067,-0.20608450912565873,1,0,1
3700,-1.1537449263466486,1,-0.4735549395957524,-0.29174948692223507,1,0,1
6111,1.1478612208504657,0,-0.6843577587219684,-0.31316573137137915,0,0,0
4004,-0.6422768936361789,0,-0.4735549395957524,0.6291490243909608,0,0,1
10452,0.8068825323768191,0,-0.6843577587219684,-0.31316573137137915,0,0,1
5792,0.039680483311114303,1,-0.4735549395957524,-0.22750075357480282,1,1,0
649,-0.6422768936361789,0,-0.05194930134332058,-0.33458197582052324,1,1,0
4252,1.062616548732054,0,-0.2627521204695365,-0.29174948692223507,1,1,0
7311,1.3183505650872889,0,-0.6843577587219684,-0.31316573137137915,1,0,0
9965,-1.2389895984650603,0,-0.4735549395957524,-0.31316573137137915,1,1,1
6319,-0.9832555821098254,1,-0.2627521204695365,-0.16325202022737056,1,0,0
10355,-0.4717875493993556,0,0.36965633690911126,5.212225336507796,1,0,1
7200,-1.1537449263466486,0,-0.4735549395957524,3.0277684026950986,1,0,1
2546,2.511775974745052,0,-0.6843577587219684,-0.22750075357480282,1,0,1
2223,1.4035952372057006,0,-0.2627521204695365,0.41498657989951987,1,0,1
1372,-0.8980109099914138,0,-0.6843577587219684,-0.29174948692223507,1,1,1
3022,0.039680483311114303,0,0.15885351778289533,0.3079053576537994,1,0,0
2820,2.6822653189818753,0,-0.6843577587219684,-0.31316573137137915,1,1,0
2514,0.039680483311114303,1,4.1641070811809975,-0.29174948692223507,1,0,1
3146,0.2101698275479376,1,-0.6843577587219684,-0.270333242473091,1,0,1
5891,0.5511485160215842,0,-0.6843577587219684,-0.29174948692223507,1,1,1
3811,1.574084581442524,1,-0.2627521204695365,-0.16325202022737056,1,0,1
5613,1.574084581442524,1,-0.6843577587219684,-0.2489169980239469,1,1,0
7603,1.4888399093241123,0,-0.6843577587219684,-0.31316573137137915,1,0,1
8174,-0.6422768936361789,0,-0.4735549395957524,-0.31316573137137915,1,0,1
9966,1.6593292535609356,1,1.8452760707926226,2.2139511136276235,1,0,0
886,0.9773718766136423,0,-0.6843577587219684,-0.29174948692223507,0,1,0
7919,-0.6422768936361789,1,1.4236704325401908,-0.29174948692223507,1,0,1
9259,-0.38654287728094394,1,-0.6843577587219684,0.4792353132469521,1,1,1
2737,-0.7275215657545905,1,1.2128676134139749,-0.270333242473091,1,0,1
8807,-1.1537449263466486,0,-0.4735549395957524,-0.31316573137137915,1,0,1
9157,0.039680483311114303,1,3.9533042620547816,-0.270333242473091,1,0,1
2650,0.4659038439031725,0,-0.6843577587219684,-0.33458197582052324,0,0,1
7204,-0.38654287728094394,0,-0.05194930134332058,-0.29174948692223507,1,1,0
9851,3.619956712284403,1,-0.4735549395957524,-0.270333242473091,1,0,0
7344,-0.8127662378730022,1,-0.2627521204695365,-0.29174948692223507,1,0,1
8082,2.0855526141529936,1,1.002064794287759,-0.14183577577822645,1,0,1
4122,-0.8127662378730022,0,-0.6843577587219684,-0.31316573137137915,0,1,1
5975,1.062616548732054,0,-0.2627521204695365,-0.29174948692223507,1,1,1
527,2.93799933533711,0,-0.6843577587219684,-0.31316573137137915,1,1,0
10992,-1.1537449263466486,1,-0.6843577587219684,-0.2489169980239469,1,1,0
8449,-0.30129820516253225,1,-0.05194930134332058,-0.31316573137137915,1,1,0
10882,-0.8980109099914138,0,-0.4735549395957524,-0.2489169980239469,0,1,1
8036,0.6363931881399958,0,-0.4735549395957524,-0.31316573137137915,1,0,0
7988,0.5511485160215842,1,0.5804591560353272,-0.29174948692223507,1,0,1
6683,-0.8980109099914138,1,-0.05194930134332058,-0.270333242473091,0,0,0
8098,-1.1537449263466486,0,-0.6843577587219684,-0.31316573137137915,0,0,0
6830,-1.0685002542282371,1,-0.05194930134332058,-0.270333242473091,0,1,1
7910,-0.30129820516253225,0,0.7912619751615431,-0.29174948692223507,1,0,0
9511,-0.38654287728094394,0,-0.6843577587219684,-0.31316573137137915,1,0,1
2456,0.7216378602584075,0,1.2128676134139749,-0.31316573137137915,1,1,1
2343,3.193733351692345,0,-0.05194930134332058,-0.22750075357480282,1,1,1
2753,-0.6422768936361789,1,0.36965633690911126,-0.22750075357480282,1,0,1
6451,-0.4717875493993556,1,1.8452760707926226,-0.31316573137137915,1,0,1
1141,0.3806591717847609,0,1.4236704325401908,0.5434840465943844,1,0,0
8403,-1.324234270583472,1,-0.6843577587219684,-0.31316573137137915,1,0,1
10618,-0.21605353304412062,1,0.15885351778289533,-0.29174948692223507,1,0,1
8940,2.000307942034582,0,-0.6843577587219684,-0.31316573137137915,1,0,1
68,1.2331058929688774,0,-0.6843577587219684,-0.31316573137137915,1,1,0
3761,0.6363931881399958,1,0.7912619751615431,-0.29174948692223507,1,0,1
6546,-0.5570322215177672,0,-0.2627521204695365,-0.2489169980239469,1,0,1
2807,-0.8980109099914138,1,1.6344732516664067,-0.31316573137137915,1,0,1
711,-0.8980109099914138,1,0.5804591560353272,0.24365662430636714,0,0,1
4049,-0.9832555821098254,1,0.15885351778289533,-0.33458197582052324,1,1,1
5655,-0.8127662378730022,0,-0.6843577587219684,-0.31316573137137915,0,1,0
2689,-0.5570322215177672,0,-0.2627521204695365,-0.29174948692223507,0,0,0
8705,-1.0685002542282371,1,0.15885351778289533,-0.270333242473091,0,0,1
3994,-0.30129820516253225,0,-0.6843577587219684,-0.31316573137137915,1,0,0
10617,0.8921272044952308,1,0.15885351778289533,-0.22750075357480282,1,1,0
6624,2.256041958389817,1,-0.2627521204695365,-0.2489169980239469,1,0,1
5252,-0.30129820516253225,0,-0.6843577587219684,-0.12041953132908237,1,0,0
7812,-0.6422768936361789,1,5.007318357685861,-0.31316573137137915,1,0,0
5921,1.4888399093241123,1,0.15885351778289533,-0.29174948692223507,1,1,0
5484,1.9150632699161705,0,-0.4735549395957524,0.05091042426407034,1,1,1
10636,-1.1537449263466486,0,-0.6843577587219684,-0.29174948692223507,1,1,0
6164,0.2101698275479376,0,-0.4735549395957524,-0.14183577577822645,0,0,1
3413,-0.38654287728094394,1,-0.6843577587219684,-0.33458197582052324,1,1,1
3546,-0.9832555821098254,0,-0.6843577587219684,-0.31316573137137915,1,0,1
10547,1.744573925679347,1,-0.05194930134332058,1.164555135619563,1,0,0
4794,-0.5570322215177672,1,1.2128676134139749,0.8218952244332576,1,0,1
1282,-1.1537449263466486,0,-0.4735549395957524,-0.270333242473091,1,0,1
10218,-1.0685002542282371,1,-0.6843577587219684,-0.29174948692223507,1,0,0
9591,-1.2389895984650603,1,-0.2627521204695365,-0.29174948692223507,1,0,1
7405,-0.8980109099914138,1,1.2128676134139749,-0.14183577577822645,0,1,0
5054,-0.9832555821098254,0,-0.6843577587219684,-0.29174948692223507,1,0,0
2870,-0.8980109099914138,1,-0.2627521204695365,-0.05617079798165011,1,0,0
166,-1.1537449263466486,1,-0.05194930134332058,-0.18466826467651465,1,0,1
3423,-0.13080886092570898,0,-0.2627521204695365,-0.31316573137137915,0,1,1
1375,-0.5570322215177672,0,-0.4735549395957524,-0.14183577577822645,1,0,1
2132,1.1478612208504657,1,0.15885351778289533,-0.22750075357480282,1,0,1
115,-0.7275215657545905,1,-0.4735549395957524,-0.270333242473091,0,0,1
3720,1.744573925679347,1,6.2721352724431565,4.869565425321491,1,1,1
85,1.574084581442524,0,1.002064794287759,-0.03475455353250602,1,1,1
7953,0.2101698275479376,0,-0.4735549395957524,-0.31316573137137915,1,0,1
9207,-0.8127662378730022,0,-0.4735549395957524,-0.31316573137137915,1,0,0
7441,-0.9832555821098254,0,-0.2627521204695365,-0.29174948692223507,1,0,1
1196,-0.30129820516253225,0,-0.6843577587219684,-0.20608450912565873,1,1,0
210,-0.21605353304412062,1,-0.05194930134332058,-0.14183577577822645,1,0,1
7271,0.9773718766136423,0,-0.6843577587219684,-0.29174948692223507,0,1,0
4135,-0.6422768936361789,1,0.36965633690911126,-0.2489169980239469,1,0,1
1241,-0.045564188807297346,1,-0.4735549395957524,-0.31316573137137915,1,1,0
8790,1.4888399093241123,0,-0.6843577587219684,-0.31316573137137915,1,0,1
8524,-0.4717875493993556,0,0.15885351778289533,-0.31316573137137915,1,0,0
3215,1.4888399093241123,0,-0.6843577587219684,-0.31316573137137915,1,1,0
8800,0.5511485160215842,1,1.2128676134139749,-0.31316573137137915,0,1,0
1865,0.12492515542952594,0,-0.6843577587219684,0.20082413540807895,1,1,1
2718,0.039680483311114303,1,-0.6843577587219684,-0.29174948692223507,0,0,1
7791,-1.0685002542282371,1,-0.4735549395957524,-0.31316573137137915,1,0,0
7327,0.3806591717847609,0,-0.6843577587219684,-0.29174948692223507,1,0,0
5760,0.29541449966634925,0,-0.6843577587219684,-0.31316573137137915,1,1,0
8390,0.12492515542952594,0,-0.6843577587219684,-0.31316573137137915,1,1,1
3174,-1.1537449263466486,1,-0.6843577587219684,-0.18466826467651465,1,0,1
793,2.0855526141529936,1,1.4236704325401908,2.40669731366992,1,0,1
10979,0.7216378602584075,0,-0.6843577587219684,-0.29174948692223507,1,0,0
2236,0.7216378602584075,1,0.15885351778289533,-0.29174948692223507,1,0,1
10064,1.4035952372057006,0,-0.6843577587219684,-0.20608450912565873,1,0,0
10843,-0.8980109099914138,0,-0.6843577587219684,-0.31316573137137915,1,0,0
4846,0.039680483311114303,0,0.7912619751615431,3.863001936211718,1,0,1
2772,-0.9832555821098254,1,-0.2627521204695365,-0.270333242473091,1,0,0
372,0.4659038439031725,0,-0.05194930134332058,-0.29174948692223507,0,0,1
3034,-0.13080886092570898,0,-0.4735549395957524,-0.29174948692223507,0,0,0
6688,0.6363931881399958,0,-0.6843577587219684,-0.31316573137137915,1,1,1
3455,-0.8127662378730022,0,-0.4735549395957524,-0.22750075357480282,0,0,1
10045,-1.1537449263466486,1,-0.6843577587219684,-0.29174948692223507,1,0,0
10540,-0.30129820516253225,1,-0.4735549395957524,-0.29174948692223507,0,1,0
7944,0.12492515542952594,0,-0.2627521204695365,-0.31316573137137915,1,1,0
7026,0.039680483311114303,0,0.7912619751615431,0.2864891132046553,1,0,1
3166,-1.2389895984650603,1,-0.6843577587219684,-0.2489169980239469,1,1,1
4338,1.3183505650872889,0,0.36965633690911126,0.35073784655208756,1,0,1
1848,0.8068825323768191,1,-0.6843577587219684,-0.14183577577822645,1,1,1
4100,-0.8980109099914138,1,-0.05194930134332058,-0.14183577577822645,1,1,0
701,-0.5570322215177672,0,0.36965633690911126,-0.29174948692223507,1,0,1
10806,-1.0685002542282371,1,1.002064794287759,0.5220678021452403,1,0,1
9570,-1.0685002542282371,1,-0.6843577587219684,-0.16325202022737056,1,0,1
3539,0.29541449966634925,0,-0.05194930134332058,-0.29174948692223507,1,0,1
7738,-0.21605353304412062,0,-0.2627521204695365,-0.31316573137137915,1,1,1
3476,-0.5570322215177672,1,0.5804591560353272,-0.29174948692223507,1,0,0
9215,-1.1537449263466486,0,-0.6843577587219684,-0.29174948692223507,1,1,0
7733,-0.38654287728094394,1,-0.05194930134332058,-0.20608450912565873,1,0,0
6021,-0.13080886092570898,1,-0.05194930134332058,-0.0775870424307942,1,1,0
7214,-0.38654287728094394,1,0.7912619751615431,-0.31316573137137915,0,0,0
3134,-0.8980109099914138,1,-0.4735549395957524,-0.31316573137137915,1,0,0
10873,-0.5570322215177672,1,0.5804591560353272,-0.270333242473091,0,0,0
10999,1.9150632699161705,0,-0.6843577587219684,-0.29174948692223507,1,0,1
4159,0.5511485160215842,1,-0.4735549395957524,-0.29174948692223507,1,1,1
730,0.039680483311114303,0,-0.6843577587219684,1.8498749579921738,1,0,1
8024,-0.6422768936361789,1,-0.05194930134332058,-0.31316573137137915,0,0,0
8590,-0.7275215657545905,0,-0.6843577587219684,-0.31316573137137915,0,0,0
2184,-0.9832555821098254,1,0.36965633690911126,0.8433114688824017,1,1,0
4998,-0.13080886092570898,0,-0.4735549395957524,-0.31316573137137915,1,1,1
6812,-0.8980109099914138,0,-0.4735549395957524,-0.270333242473091,1,1,1
9231,0.039680483311114303,0,-0.05194930134332058,-0.29174948692223507,1,1,1
1571,0.9773718766136423,0,-0.6843577587219684,-0.31316573137137915,1,1,1
1330,0.6363931881399958,0,-0.05194930134332058,-0.31316573137137915,1,1,1
3338,-1.0685002542282371,0,-0.6843577587219684,-0.31316573137137915,1,0,0
2431,-1.2389895984650603,0,-0.6843577587219684,-0.31316573137137915,0,1,1
6525,1.4035952372057006,1,-0.4735549395957524,-0.31316573137137915,1,1,1
5730,0.3806591717847609,1,3.9533042620547816,-0.2489169980239469,0,0,1
8869,0.9773718766136423,0,-0.6843577587219684,-0.29174948692223507,1,0,0
10046,-0.9832555821098254,1,-0.6843577587219684,-0.29174948692223507,1,1,1
9303,-0.38654287728094394,0,-0.6843577587219684,-0.29174948692223507,1,0,0
7006,-0.7275215657545905,1,-0.2627521204695365,-0.31316573137137915,0,1,1
919,0.12492515542952594,1,-0.4735549395957524,0.5220678021452403,1,0,0
5402,-0.9832555821098254,1,-0.2627521204695365,2.1711186247293353,0,0,1
5332,0.3806591717847609,0,0.36965633690911126,0.07232666871321443,1,1,1
1212,-0.8980109099914138,1,-0.4735549395957524,-0.31316573137137915,0,0,0
2215,-1.0685002542282371,1,-0.05194930134332058,4.269910580745456,1,0,1
5463,-1.1537449263466486,1,-0.4735549395957524,-0.29174948692223507,1,0,1
6881,0.039680483311114303,0,-0.2627521204695365,-0.03475455353250602,1,0,1
10614,-0.6422768936361789,1,0.36965633690911126,0.4792353132469521,1,0,0
4582,0.9773718766136423,0,0.7912619751615431,0.07232666871321443,0,0,0
10910,-0.30129820516253225,0,-0.4735549395957524,2.192534869178479,1,0,0
9357,0.12492515542952594,0,0.5804591560353272,-0.31316573137137915,1,0,0
8283,-0.7275215657545905,1,-0.2627521204695365,0.39357033545037573,0,1,1
1438,-0.7275215657545905,0,-0.6843577587219684,-0.31316573137137915,0,1,1
1639,0.29541449966634925,0,-0.6843577587219684,-0.29174948692223507,1,0,1
1096,2.8527546632186986,0,-0.6843577587219684,-0.2489169980239469,1,1,0
10511,-0.4717875493993556,1,1.002064794287759,-0.29174948692223507,1,0,0
4833,-0.8127662378730022,0,-0.2627521204695365,-0.270333242473091,1,1,1
3655,1.744573925679347,0,-0.4735549395957524,-0.31316573137137915,1,0,1
1499,-0.4717875493993556,1,0.5804591560353272,0.5220678021452403,1,0,1
67,0.039680483311114303,1,2.0560788899188385,-0.31316573137137915,1,0,1
7422,-1.0685002542282371,0,-0.4735549395957524,-0.29174948692223507,1,0,1
973,1.9150632699161705,1,-0.6843577587219684,-0.29174948692223507,0,1,0
6651,-0.13080886092570898,0,-0.05194930134332058,-0.270333242473091,0,0,0
4622,0.29541449966634925,0,-0.4735549395957524,-0.31316573137137915,1,0,1
10021,-0.8980109099914138,0,-0.6843577587219684,-0.31316573137137915,1,1,1
1486,-0.8127662378730022,0,-0.6843577587219684,-0.31316573137137915,1,0,1
10025,-1.0685002542282371,1,-0.6843577587219684,-0.20608450912565873,1,0,1
9309,1.062616548732054,0,-0.6843577587219684,-0.270333242473091,1,0,1
8009,-0.30129820516253225,1,2.0560788899188385,-0.29174948692223507,1,0,1
2863,-1.1537449263466486,1,-0.05194930134332058,-0.31316573137137915,1,0,1
2610,1.4035952372057006,0,-0.4735549395957524,3.1562658693899635,1,0,1
291,0.8921272044952308,0,-0.2627521204695365,7.353849781422205,1,1,1
2445,-0.30129820516253225,1,0.36965633690911126,-0.0775870424307942,1,0,1
10497,-1.0685002542282371,1,-0.4735549395957524,-0.29174948692223507,1,0,1
5189,0.3806591717847609,0,-0.4735549395957524,0.5220678021452403,0,1,1
6442,-0.8980109099914138,1,-0.4735549395957524,-0.270333242473091,1,0,0
4143,1.1478612208504657,0,-0.6843577587219684,-0.270333242473091,1,0,1
4230,-0.30129820516253225,0,-0.6843577587219684,1.400133824560148,1,0,1
5607,0.29541449966634925,0,-0.2627521204695365,0.09374291316235851,1,1,1
9266,-0.4717875493993556,0,-0.6843577587219684,-0.270333242473091,0,0,1
987,-0.38654287728094394,1,1.002064794287759,-0.29174948692223507,1,0,1
580,-1.1537449263466486,0,-0.05194930134332058,-0.20608450912565873,1,1,0
3862,-0.21605353304412062,0,-0.6843577587219684,-0.31316573137137915,1,1,0
15,-0.9832555821098254,1,-0.05194930134332058,-0.22750075357480282,1,0,0
